Id,Start,Name,Impact,Currency
95f3bb80-f932-4d6f-be73-ed918d7c2dd3,01/23/2020 00:30:00,Employment Change s.a.,HIGH,AUD
be252fed-c246-41c4-ae69-7a3a1ec83722,01/23/2020 00:30:00,Unemployment Rate s.a.,HIGH,AUD
66546006-2a29-47b9-a618-5b630247ef95,01/23/2020 12:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
7b12d24a-29ef-4df4-8622-ecd05a3162b0,01/23/2020 12:45:00,ECB Rate On Deposit Facility,HIGH,EUR
2614bb74-e02d-49f8-b938-04567d06b053,01/23/2020 13:30:00,ECB Press Conference,HIGH,EUR
6adb4cac-9754-4ad1-80b6-9a7c8b412209,01/23/2020 21:45:00,Consumer Price Index (YoY),HIGH,NZD
fff0194a-9114-40b7-9c7b-1790d10c69d1,01/23/2020 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
b3ca2c64-b028-4364-97fa-3bd39d82755b,01/24/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
dbb28743-4d0a-4d72-be87-ab8578864da5,01/24/2020 09:30:00,S&P Global Services PMI,HIGH,GBP
712f8d23-1a13-4163-b11f-bbb47a83d39e,01/24/2020 10:30:00,ECB's President Lagarde speech,HIGH,EUR
f26b67ca-e6be-4f18-89d3-abab95ba6f1e,01/24/2020 13:30:00,Retail Sales (MoM),HIGH,CAD
da69e2c8-b39c-441a-9422-1f9c9c41007f,01/28/2020 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
83ded57d-7a2b-453c-9412-823ca360b840,01/29/2020 00:30:00,Consumer Price Index (QoQ),HIGH,AUD
d9c7fee9-aca9-4fc0-9a38-000628b91c04,01/29/2020 00:30:00,RBA Trimmed Mean CPI (QoQ),HIGH,AUD
088a324d-7e8c-4c41-951f-adb4cb7d9b09,01/29/2020 19:00:00,Fed Interest Rate Decision,HIGH,USD
0a39e563-e8fe-406a-9c08-908d9edccd82,01/29/2020 19:30:00,FOMC Press Conference,HIGH,USD
4394fc2c-beed-405a-a4cb-6c9880965d87,01/30/2020 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
5d53cff8-72f1-497f-b351-a642fa9623db,01/30/2020 12:00:00,BoE Interest Rate Decision,HIGH,GBP
9dd7d58a-3af7-4545-adbd-bec206fd8ef0,01/30/2020 12:00:00,BoE Minutes,HIGH,GBP
a764095b-bc82-4de2-9779-647338ce931f,01/30/2020 12:00:00,BoE Monetary Policy Report,HIGH,GBP
fa4d2958-10f2-4aa5-96d8-edb1825f706f,01/30/2020 12:00:00,BoE Monetary Policy Summary,HIGH,GBP
33c3c97f-8846-4473-bfc8-414a2bf0398e,01/30/2020 12:00:00,BoE MPC Vote Rate Cut,HIGH,GBP
3f3139fd-7a16-4a06-89bd-be54a09cf387,01/30/2020 12:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
101dd544-b79a-487d-a7bb-f8db1523ca80,01/30/2020 12:00:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
b430654f-8d65-4975-ac5a-f1c57da3ffff,01/30/2020 12:30:00,BoE's Governor Carney speech,HIGH,GBP
36ae7ee6-45fc-4f10-9160-0eb8adc568e1,01/30/2020 13:30:00,Gross Domestic Product Annualized,HIGH,USD
6b2abfa3-1f14-42d1-a6a3-0aeb8f07139c,01/30/2020 23:30:00,Tokyo CPI ex Fresh Food (YoY),HIGH,JPY
b89161d3-091c-4bc0-9b23-bd510f82aabc,01/31/2020 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
01e93d60-086d-41eb-b2ff-3bd2025e8e6b,01/31/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
43339a4e-6097-473e-be76-51bb6678be02,01/31/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
7752f1cc-a1ce-4e9c-9900-43b6e5a9387c,01/31/2020 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
731eeb88-b944-45df-8ea6-f4a96a17f939,01/31/2020 23:59:00,Brexit Deadline,HIGH,GBP
ed0c6307-b5a7-46c6-88bb-d60ab7d8dafe,02/03/2020 15:00:00,ISM Manufacturing PMI,HIGH,USD
ab62afec-943e-4c80-b8b6-6f3115582b0e,02/04/2020 03:30:00,RBA Interest Rate Decision,HIGH,AUD
94642f12-9b31-466d-9742-7edbaf4fd4fb,02/04/2020 03:30:00,RBA Rate Statement,HIGH,AUD
2471790a-5323-45dd-96c1-5fd2d2ccd95e,02/04/2020 21:45:00,Employment Change,HIGH,NZD
38f5b376-d771-4c12-bf8a-767f71e3b781,02/04/2020 21:45:00,Unemployment Rate,HIGH,NZD
dd3d18fa-282c-4158-8734-5f4cdcb2bb61,02/05/2020 01:30:00,RBA's Governor Lowe speech,HIGH,AUD
f1f36445-315d-4339-b365-b83d54aea9d2,02/05/2020 12:15:00,ECB's President Lagarde speech,HIGH,EUR
edb0b490-d67f-4b26-82b7-6162bb78b924,02/05/2020 15:00:00,ISM Services PMI,HIGH,USD
ff708974-b0a6-4114-95e9-3f95c31bd4fe,02/06/2020 08:00:00,ECB's President Lagarde speech,HIGH,EUR
b9c34e3d-e12f-4bd4-8fb3-6789443c5d59,02/06/2020 22:30:00,RBA's Governor Lowe speech,HIGH,AUD
3147be70-55f5-49a8-87c7-b16b7a1e0f3a,02/07/2020 00:30:00,RBA Monetary Policy Statement,HIGH,AUD
8d4616c0-07fb-4195-b3c6-84566e4b63af,02/07/2020 13:30:00,Net Change in Employment,HIGH,CAD
79996a49-7388-4c1e-950f-ed8b9ed1c4f9,02/07/2020 13:30:00,Unemployment Rate,HIGH,CAD
b92f5e6a-b5c7-4db9-a613-9bfcd642c5a1,02/07/2020 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
65a3ab28-7c5f-4fb4-ab1c-ba08a0be516f,02/07/2020 13:30:00,Nonfarm Payrolls,HIGH,USD
5ff50410-dc57-444a-b56f-94a151ffd8de,02/11/2020 09:30:00,Gross Domestic Product (QoQ),HIGH,GBP
45e3bdbf-650f-4433-b737-b26ffe1615e8,02/11/2020 14:00:00,ECB's President Lagarde speech,HIGH,EUR
5c6a9f9b-b38f-4ff1-94b1-07b3a85d3dd0,02/11/2020 15:00:00,Fed's Chair Powell testifies,HIGH,USD
d70e37ae-9c9a-411d-94ac-37db839e329f,02/12/2020 01:00:00,RBNZ Interest Rate Decision,HIGH,NZD
fb8bbb2b-718f-4c4b-8159-ff4871d09323,02/12/2020 01:00:00,RBNZ Monetary Policy Review,HIGH,NZD
54943dca-d015-47b9-b1d2-0702e39f783e,02/12/2020 01:00:00,RBNZ Monetary Policy Statement,HIGH,NZD
ec3e15a5-d173-4f18-952a-5e52b621f17c,02/12/2020 02:00:00,RBNZ Press Conference,HIGH,NZD
fd7cd57b-9aee-4f50-a410-9d01a3090083,02/12/2020 14:30:00,Fed's Chair Powell testifies,HIGH,USD
e99432da-867b-4a70-a1bc-877fd91713a5,02/12/2020 19:10:00,RBNZ's Governor Orr speech,HIGH,NZD
03d19649-41dc-43d0-82ad-e8ef4258a271,02/13/2020 00:15:00,RBA's Governor Lowe speech,HIGH,AUD
eb99d4a0-d685-4f27-a7f0-3068cd6b339e,02/13/2020 00:15:00,BoC's Governor Poloz speech,HIGH,CAD
696c8232-b1ca-4ccd-a0e7-e2bce15f13f2,02/13/2020 13:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
118833de-84e2-4ebf-8b17-d66c4f5ded65,02/13/2020 13:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
d70da135-c815-476c-bf7f-e6afbe06b4f4,02/14/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
957473dc-c17a-44f4-96f7-271706378f90,02/14/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
9777ca99-bb98-4e11-ac88-57711aa8d6c8,02/14/2020 13:30:00,Retail Sales Control Group,HIGH,USD
e434f6bd-8ea8-4a22-9dcc-d127c3e720ac,02/14/2020 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
885fc3d3-9710-40cc-805a-cfb0197e7b07,02/16/2020 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
85a44363-1947-4eb9-a909-c906de48c139,02/18/2020 00:30:00,RBA Meeting Minutes,HIGH,AUD
c2f67a72-45ea-4f19-a10a-8fca985bf518,02/18/2020 09:30:00,Average Earnings Including Bonus (3Mo/Yr),HIGH,GBP
a42e50f9-4ac1-4dff-9d10-bab92c587995,02/18/2020 09:30:00,Employment Change (3M),HIGH,GBP
9e59eb6e-72aa-4655-a780-4850723fb227,02/18/2020 09:30:00,ILO Unemployment Rate (3M),HIGH,GBP
ba438650-f679-4ebd-9535-eb9011e03e32,02/19/2020 09:30:00,Consumer Price Index (YoY),HIGH,GBP
38e6ef58-7180-459e-8b95-bdeb5e744242,02/19/2020 13:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
03c4546b-45bd-4d1b-b9f5-d0af5f0c7b40,02/19/2020 19:00:00,FOMC Minutes,HIGH,USD
17432ccb-4e18-4da3-b7e2-2c87ab08459f,02/20/2020 00:30:00,Employment Change s.a.,HIGH,AUD
dad3a92f-7d59-4957-a1b4-468e8123aca3,02/20/2020 00:30:00,Unemployment Rate s.a.,HIGH,AUD
77acba5d-682e-4a16-8832-4a0ad174219e,02/20/2020 12:30:00,ECB Monetary Policy Meeting Accounts,HIGH,EUR
04c64762-f210-4194-8f9b-615381da3784,02/21/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
34b706fd-e21e-42bd-a57b-59033289d7dc,02/21/2020 09:30:00,S&P Global Services PMI,HIGH,GBP
d610daf5-e2ab-41f1-b432-6604d6dd2d38,02/21/2020 13:30:00,Retail Sales (MoM),HIGH,CAD
177f84c0-b7a9-422e-8ea5-29a5259bb50f,02/23/2020 21:45:00,Retail Sales (QoQ),HIGH,NZD
fc67ca12-e4f6-4db6-8a46-b9173be88825,02/26/2020 13:30:00,ECB's President Lagarde speech,HIGH,EUR
15d11938-9903-472e-9c6d-eea1509ef8d4,02/26/2020 23:00:00,President Trump speech,HIGH,USD
ff446fb9-0925-429e-9513-6bcb1c8b4b34,02/27/2020 09:45:00,ECB's President Lagarde speech,HIGH,EUR
4ad075f4-1498-4bff-b093-70d5709813b9,02/27/2020 13:30:00,Gross Domestic Product Annualized,HIGH,USD
9d0e958a-fd61-4fae-8fc1-2f8be5b90094,02/27/2020 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
b0aaf257-8500-4fb3-9f6f-360398e8ad91,02/27/2020 23:30:00,Tokyo CPI ex Fresh Food (YoY),HIGH,JPY
0c5a01c5-0e15-4b69-acb2-6269448f6cde,02/28/2020 13:30:00,Gross Domestic Product Annualized,HIGH,CAD
fe709024-e8ba-48bd-9f7e-b89c0d0b4400,03/02/2020 15:00:00,ISM Manufacturing PMI,HIGH,USD
6b383ff9-2b39-45f6-966f-3c7009253ed0,03/03/2020 00:00:00,G7 Meeting,HIGH,EUR
4b29d222-8e28-4374-9d46-124c0a0e3bfd,03/03/2020 03:30:00,RBA Interest Rate Decision,HIGH,AUD
1a2eb557-3df9-443f-a777-a79e16bde0a1,03/03/2020 03:30:00,RBA Rate Statement,HIGH,AUD
abb4ccc6-4407-4adb-a9c6-f76c5a83a91e,03/03/2020 05:00:00,US Democratic Primaries Super Tuesday,HIGH,USD
1ea4134d-033d-4dc3-bf66-808b08c0f390,03/03/2020 09:30:00,BoE Monetary Policy Report Hearings,HIGH,GBP
c8245000-579c-481e-884d-b698ab7ea087,03/03/2020 10:00:00,Core Harmonized Index of Consumer Prices (YoY),HIGH,EUR
f64b89e9-c125-402a-94ae-229a703c9047,03/03/2020 10:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
5d303e9f-2176-4084-84c8-f31a5915b68f,03/03/2020 12:00:00,G7 Call on Coronavirus,HIGH,USD
73b0a4a1-f2bd-45ee-ab71-541218ac57c2,03/03/2020 15:00:00,Fed Interest Rate Decision,HIGH,USD
3098f11e-9a10-455c-bdc7-5e5835d6642a,03/03/2020 16:00:00,FOMC Press Conference,HIGH,USD
817a3867-d23d-429d-8961-53c67665e0d8,03/04/2020 00:30:00,Gross Domestic Product (QoQ),HIGH,AUD
f3849ef9-6f3b-43c6-9f77-86ba280cf74b,03/04/2020 13:15:00,BoE's Governor Bailey speech,HIGH,GBP
1b37d8cd-89a9-4e57-b147-64907a84741f,03/04/2020 15:00:00,BoC Interest Rate Decision,HIGH,CAD
fa004007-34d9-4214-8bd5-105b9b77203b,03/04/2020 15:00:00,BoC Monetary Policy Statement,HIGH,CAD
57d35945-2573-468e-af8e-f9434ea465bf,03/04/2020 15:00:00,ISM Services PMI,HIGH,USD
77c99356-10eb-4a74-94e2-fc6a851efad0,03/05/2020 17:00:00,BoE's Governor Carney speech,HIGH,GBP
00224e23-462d-40d6-a603-428969523d8d,03/05/2020 17:45:00,BoC's Governor Poloz speech,HIGH,CAD
8cc89eea-9bc7-432f-980a-e4d216383dec,03/06/2020 13:30:00,Net Change in Employment,HIGH,CAD
e116fdc3-1b9c-42b7-8c5b-83133d1a489e,03/06/2020 13:30:00,Unemployment Rate,HIGH,CAD
8de9bb82-c07a-4509-86d4-39b8a6502d0b,03/06/2020 13:30:00,Average Hourly Earnings (YoY),HIGH,USD
5db70ce0-a3cc-49d7-952c-926f05979d4d,03/06/2020 13:30:00,Nonfarm Payrolls,HIGH,USD
7f1e3430-6953-48f5-96e7-9a5c17d87828,03/08/2020 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
71235f8f-e52b-4a58-874e-503015f8efce,03/10/2020 01:00:00,RBNZ's Governor Orr speech,HIGH,NZD
306c4da0-0eef-44ae-90cf-daeba99b65e4,03/10/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
cb507e2a-2bd3-4b8d-9eb0-64884d184da6,03/10/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
bb8a6f08-c1c8-4a20-afcd-c95632c37bf4,03/10/2020 21:30:00,Coronavirus Task Force Press Briefing,HIGH,USD
aff168ff-eb2c-4b59-baab-452985d0c1ac,03/11/2020 07:00:00,BoE Asset Purchase Facility,HIGH,GBP
61bdb8e4-904b-42b3-8633-b6e248b765f9,03/11/2020 07:00:00,BoE Interest Rate Decision,HIGH,GBP
724f44f4-997c-41c4-a4fa-c3038c944290,03/11/2020 07:00:00,BoE Monetary Policy Summary,HIGH,GBP
46c4c29b-6b13-4486-99a0-55934c1b9b4b,03/11/2020 07:00:00,BoE MPC Vote Rate Cut,HIGH,GBP
5c05ab3c-29d7-4a5a-8608-d70087b3d217,03/11/2020 07:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
281c8ee4-0e67-48a5-9489-b92a7b91e00f,03/11/2020 07:00:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
3b3aa0e8-8670-41d7-addd-12947f63c021,03/11/2020 09:00:00,BoE's Governor Carney speech,HIGH,GBP
68dfb772-a555-4a40-bd48-ba162085e522,03/11/2020 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
9733735a-7b73-41d1-97bb-f8eab237c7d4,03/11/2020 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
6ab84a8f-a39c-4a28-8540-c1a631c57d1a,03/11/2020 14:00:00,Treasury Sec Mnuchin speech,HIGH,USD
50d28023-cf19-494c-aca1-b03b0020c853,03/12/2020 01:00:00,President Trump speech,HIGH,USD
d7dea3b3-0aa8-434b-960c-87a5d3795160,03/12/2020 12:45:00,ECB Main Refinancing Operations Rate,HIGH,EUR
3b076250-e8cb-4e9a-b6c6-0e3f7d13aa35,03/12/2020 12:45:00,ECB Rate On Deposit Facility,HIGH,EUR
d3d8cf36-edcf-4b3d-b6e3-3434ae79e569,03/12/2020 13:30:00,ECB Press Conference,HIGH,EUR
ee80fdab-772f-4ceb-ac60-402fc99e1692,03/13/2020 12:00:00,BoE Minutes,HIGH,GBP
39de52be-0acd-405e-a16b-41378079014c,03/13/2020 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
93d35bea-4574-4fef-99ac-ec05d94a14e3,03/13/2020 18:00:00,BoC Interest Rate Decision,HIGH,CAD
19de4503-f66e-4cb3-a1fe-4abd65df7301,03/13/2020 18:00:00,BoC Monetary Policy Statement,HIGH,CAD
aec77968-6d76-42ca-8fcc-caa306b30f3e,03/13/2020 19:00:00,President Trump speech,HIGH,USD
62fb5d75-bd5f-4e09-9cd4-73b4a1fd429c,03/15/2020 19:00:00,RBNZ Interest Rate Decision,HIGH,NZD
3bf008f3-a615-4553-9bb2-6b7978c0cd84,03/15/2020 19:00:00,RBNZ Monetary Policy Review,HIGH,NZD
c3d37bbf-655e-4ed1-bdca-f97842d38b79,03/15/2020 21:00:00,Fed Interest Rate Decision,HIGH,USD
2754324f-2a1c-4a47-af18-52a9513a9f82,03/15/2020 21:00:00,Fed Monetary Policy Statement,HIGH,USD
6e40ae90-e5b9-4080-a2b3-06822d741f97,03/15/2020 22:30:00,Fed's Chair Powell speech,HIGH,USD
ef5fe011-d4ef-4b85-9312-1ffe729f0987,03/16/2020 00:00:00,G7 Meeting,HIGH,EUR
a86b7d04-373b-4ea9-a561-4413b21e9097,03/16/2020 03:00:00,BoJ Interest Rate Decision,HIGH,JPY
b9168a68-c324-41d0-a8d0-45fc74224087,03/16/2020 03:00:00,BoJ Monetary Policy Statement,HIGH,JPY
18031352-a45a-47a6-bd62-b09bd28d5d09,03/16/2020 07:00:00,BoJ's Governor Kuroda speech,HIGH,JPY
1a18bdf2-5efc-4079-a2bb-0626ba97f82a,03/16/2020 12:00:00,EU Finance Ministers Meeting,HIGH,EUR
a1935448-dd6e-41e7-8a0b-825eb27e702d,03/16/2020 14:00:00,G7 Call on Coronavirus,HIGH,USD
0f4ce6bc-4088-4af3-85c8-0f85be086ad8,03/17/2020 00:30:00,RBA Meeting Minutes,HIGH,AUD
fa0f9190-b4a7-4f51-9681-0ceb77f7d741,03/17/2020 09:30:00,Average Earnings Including Bonus (3Mo/Yr),HIGH,GBP
f9264e7a-5abc-4489-ac69-de36cc2d136e,03/17/2020 09:30:00,Employment Change (3M),HIGH,GBP
b03995a1-9b3f-4796-af37-c5e386018266,03/17/2020 09:30:00,ILO Unemployment Rate (3M),HIGH,GBP
3372e958-c6cc-426e-a3c6-a7fb90bf0498,03/17/2020 12:00:00,G7 Call on Coronavirus,HIGH,USD
8d9739c3-8477-436c-a413-8a5b54713626,03/17/2020 12:30:00,Retail Sales Control Group,HIGH,USD
4627a2f3-9746-4a54-b56f-6a7c7d829adf,03/17/2020 14:30:00,BoE MPC Vote Rate Cut,HIGH,GBP
a3256e17-1d0b-4df3-be2a-1cd9bb71d5c7,03/17/2020 14:30:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
70c3f375-e1f2-4cf4-bda1-405f02e9dde4,03/18/2020 12:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
3f8a73f7-605d-4cec-b472-2b9cce5ad082,03/18/2020 15:15:00,BoC's Governor Poloz speech,HIGH,CAD
13c5e8cd-1408-4e0e-9f39-0f262dcf1648,03/18/2020 21:45:00,Gross Domestic Product (QoQ),HIGH,NZD
685c40fc-f018-4c8a-afad-ad3f5fd6c7a5,03/18/2020 23:50:00,BoJ Monetary Policy Meeting Minutes,HIGH,JPY
10b4ed32-26f3-4fe1-9d42-20f785c63b4b,03/19/2020 00:30:00,Employment Change s.a.,HIGH,AUD
d9a23c5a-03a2-40b5-ad74-04f3ed08c2cd,03/19/2020 00:30:00,Unemployment Rate s.a.,HIGH,AUD
ef42727b-634f-4a96-952e-ee6a162506ff,03/19/2020 03:30:00,RBA Interest Rate Decision,HIGH,AUD
53ea3514-9991-46ee-8686-e28d31c52b8d,03/19/2020 03:30:00,RBA Rate Statement,HIGH,AUD
4613e18a-cf55-4775-8221-ca162844167a,03/19/2020 05:00:00,RBA's Governor Lowe speech,HIGH,AUD
0de4d8d8-d837-421a-85c8-e4fc8cc4bad6,03/19/2020 08:30:00,SNB Interest Rate Decision,HIGH,CHF
712c6c52-6093-418e-b21a-f9ea418e7c13,03/19/2020 08:30:00,SNB Monetary Policy Assessment,HIGH,CHF
b9eaf040-acf8-49ca-aea3-e7085dab0285,03/19/2020 12:30:00,Initial Jobless Claims,HIGH,USD
57e77380-1930-4f02-bced-55323c66c257,03/19/2020 14:30:00,BoE Asset Purchase Facility,HIGH,GBP
5766288f-6b44-4d8f-ac20-8a7cd6763bfa,03/19/2020 14:30:00,BoE Interest Rate Decision,HIGH,GBP
76dc6616-8ead-498c-b1df-7510fa823679,03/19/2020 14:30:00,BoE Monetary Policy Summary,HIGH,GBP
c0bf39e6-f9cb-4da4-b0e8-9c53bfd884e3,03/19/2020 14:30:00,BoE MPC Vote Rate Hike,HIGH,GBP
20e05023-7c2c-416c-9cbc-712a840ca060,03/20/2020 12:30:00,Retail Sales (MoM),HIGH,CAD
07c59557-dd44-4a75-a4a1-112a1344efe9,03/23/2020 16:00:00,Senate votes on Coronavirus Bill,HIGH,USD
b2edf2f5-0ebb-49e7-8cab-b7ec23dc27d7,03/24/2020 00:00:00,G7 Meeting,HIGH,EUR
3df47645-1cf5-4878-bb6f-80ba072e4aa7,03/24/2020 09:00:00,HCOB Composite PMI,HIGH,EUR
1eee86ac-e44f-4992-b358-7850464f2eba,03/24/2020 09:30:00,S&P Global Services PMI,HIGH,GBP
49187c7d-aacd-480e-954b-2e133f732177,03/24/2020 13:45:00,S&P Global Composite PMI,HIGH,USD
4287fec2-6055-4da1-8f61-63d0aa56b96d,03/24/2020 13:45:00,S&P Global Manufacturing PMI,HIGH,USD
d6dec984-2528-4ba1-9a69-06cd9dac283c,03/24/2020 13:45:00,S&P Global Services PMI,HIGH,USD
ecc7c112-05ab-43db-8130-4913ac1d8aa0,03/25/2020 07:00:00,Consumer Price Index (YoY),HIGH,GBP
97e07277-cc62-476e-be62-823ff89a50ea,03/25/2020 12:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
0d745b51-d557-4f59-a2c8-ad41d30f7c21,03/26/2020 11:05:00,Fed's Chair Powell speech,HIGH,USD
84d30fb1-10b7-48f2-b5c8-2b923a855fa1,03/26/2020 12:00:00,BoE Asset Purchase Facility,HIGH,GBP
60509b9c-8159-4681-a561-42955cba9896,03/26/2020 12:00:00,BoE Interest Rate Decision,HIGH,GBP
973d74b9-6301-4328-81f7-53e85be0f7fb,03/26/2020 12:00:00,BoE Minutes,HIGH,GBP
cc797978-4c47-4494-88fc-7cab358ce898,03/26/2020 12:00:00,BoE Monetary Policy Summary,HIGH,GBP
ca455a3b-7146-4513-93c7-7bee07e76d40,03/26/2020 12:00:00,BoE MPC Vote Rate Cut,HIGH,GBP
111b7d49-effe-4168-b5dd-ee30ed581ac3,03/26/2020 12:00:00,BoE MPC Vote Rate Hike,HIGH,GBP
f8e59589-078d-4e87-9449-8b623cbd927b,03/26/2020 12:00:00,BoE MPC Vote Rate Unchanged,HIGH,GBP
f6519037-6b15-491d-b2f2-aa2600035628,03/26/2020 12:30:00,Gross Domestic Product Annualized,HIGH,USD
51c85f17-cd7c-4a09-9803-67b9bb56980a,03/26/2020 12:30:00,Initial Jobless Claims,HIGH,USD
252de8e4-b3e2-447b-ae3d-7932a6900f23,03/26/2020 23:30:00,Tokyo CPI ex Fresh Food (YoY),HIGH,JPY
0a85016f-5c80-4249-ad39-99f7786f0d15,03/27/2020 13:00:00,BoC Interest Rate Decision,HIGH,CAD
214a35a4-5669-4db3-903b-57a5e023f6ac,03/27/2020 13:00:00,BoC Monetary Policy Statement,HIGH,CAD
